,WBA02_Storage_AF,WBA03_Storage_AF,WBA04_Storage_AF,WBA05_Storage_AF,WBA06_Storage_AF,WBA07N_Storage_AF,WBA07S_Storage_AF,WBA08N_Storage_AF,WBA08S_Storage_AF,WBA09_Storage_AF,WBA10_Storage_AF,WBA11_Storage_AF,WBA12_Storage_AF,WBA13_Storage_AF,WBA14_Storage_AF,WBA15N_Storage_AF,WBA15S_Storage_AF,WBA16_Storage_AF,WBA17N_Storage_AF,WBA17S_Storage_AF,WBA18_Storage_AF,WBA19_Storage_AF,WBA20_Storage_AF,WBA21_Storage_AF,WBA22_Storage_AF,WBA23_Storage_AF,WBA24_Storage_AF,WBA25_Storage_AF,WBA26N_Storage_AF,WBA26S_Storage_AF,WBA50_Storage_AF,WBA60N_Storage_AF,WBA60S_Storage_AF,WBA61_Storage_AF,WBA62_Storage_AF,WBA63_Storage_AF,WBA64_Storage_AF,WBA71_Storage_AF,WBA72_Storage_AF,WBA73_Storage_AF,WBA90_Storage_AF,DETAW_Storage_AF
1995-02-28,23570948.81,7155500.93,86410600.88,39244560.3,5733124.34,28725145.61,48871768.98,30389825.72,52827585.8,18787071.04,11888981.41,37492060.16,1896935.13,450258.48,1393650.68,3199570.51,8310674.24,11350459.59,6339468.99,3833432.24,13424499.3,19303359.27,47354290.48,11457533.6,12136760.83,6317956.29,4606274.11,58710616.8,15209751.45,26494735.6,13947501.25,100743932.68,50013624.6,83618803.27,93403441.05,95138688.93,143801862.06,43945873.0,109759859.57,59370430.79,368292243.41,171337676.07
1995-03-31,23618698.06,7192996.41,86488411.38,39327826.04,5739100.24,28752436.56,48910435.36,30430209.06,52884491.04,18824798.33,11914277.04,37548536.81,1911579.34,462109.14,1399886.4,3230567.57,8356700.34,11400380.43,6342738.82,3838358.21,13434345.1,19341960.77,47418056.82,11488623.39,12171143.67,6341563.9,4625900.8,58767311.85,15241854.2,26528502.04,13952160.51,100893742.46,50067924.21,83737097.38,93539535.05,95315065.55,144081708.96,43998173.44,109834685.24,59405447.77,368512269.0,171430858.81
1995-04-30,23589238.75,7169723.38,86462203.91,39329883.77,5732068.72,28738515.25,48904677.77,30391573.12,52849785.09,18798800.72,11926769.73,37533404.12,1910320.93,460497.5,1399323.67,3218796.78,8347601.0,11374687.98,6338819.13,3834325.21,13424232.98,19330309.41,47430403.36,11480441.68,12168234.34,6343281.42,4639955.69,58786705.5,15245508.17,26530402.62,13953716.78,100994357.17,50103470.57,83827348.03,93620753.16,95374077.21,144269480.0,44010683.0,109841600.48,59418983.6,368608458.55,171414322.97
1995-05-31,23581281.42,7165214.35,86447207.84,39340183.13,5730545.49,28728709.3,48873917.59,30375286.61,52802942.61,18781270.78,11930507.62,37536610.63,1908670.99,461996.97,1399596.18,3221885.67,8352169.9,11375759.1,6337867.56,3834066.55,13418111.97,19303029.43,47413924.92,11454256.02,12152632.8,6340510.67,4648088.1,58814123.75,15250675.23,26537367.99,13956344.51,101048159.12,50118086.0,83895324.86,93662736.31,95401097.16,144376986.57,44018761.78,109823059.38,59403416.74,368634713.6,171411841.78
1995-06-30,23566532.21,7153400.07,86418934.37,39329902.94,5728902.51,28712704.19,48843066.22,30347252.26,52756094.08,18749613.82,11923724.88,37501576.77,1902979.88,456916.87,1398520.34,3206993.51,8339897.78,11353853.17,6334969.42,3828625.51,13405780.57,19273959.56,47381634.98,11429009.74,12131852.54,6329110.59,4649952.94,58805308.56,15240749.62,26521969.92,13954120.16,101043490.64,50099805.79,83894656.78,93654577.19,95370727.66,144350241.5,44009516.19,109802247.4,59384973.42,368595573.37,171338322.61
1995-07-31,23566034.7,7153893.15,86397771.38,39314219.61,5729073.42,28698398.2,48817257.85,30335920.53,52730218.91,18732491.64,11912320.85,37475273.32,1896129.96,450345.74,1395331.6,3189759.73,8320758.4,11327407.93,6333190.74,3822998.81,13400453.98,19249208.39,47343426.6,11407857.11,12105389.9,6317574.7,4646923.61,58784948.48,15238191.17,26516205.52,13951312.72,100976441.81,50059672.42,83857082.33,93641812.31,95356595.5,144338882.75,44008430.97,109799828.98,59375373.97,368573829.32,171290894.73
1995-08-31,23563346.08,7152978.99,86375117.86,39291329.19,5728475.05,28686898.95,48800301.36,30330428.14,52722972.44,18723319.66,11902386.24,37469914.14,1893583.32,449375.27,1393300.36,3185127.85,8312084.5,11317770.76,6332675.99,3821047.81,13399184.87,19236985.75,47307839.78,11397090.52,12092387.5,6308729.35,4643177.22,58757764.65,15223258.27,26493360.7,13949976.92,100903399.06,50028707.14,83774472.87,93556147.52,95284852.51,144235387.47,43995212.31,109791322.9,59372198.18,368566186.23,171255423.39
1995-09-30,23554913.71,7147373.01,86347697.71,39263491.21,5727901.04,28685199.47,48793442.81,30327946.49,52724196.4,18716485.02,11897078.4,37477383.07,1893205.07,450161.06,1391985.57,3186623.57,8310903.15,11318869.53,6331890.72,3821642.12,13398005.18,19236795.27,47291464.65,11395888.97,12091443.28,6309768.78,4642275.85,58745254.33,15220644.58,26487481.79,13949254.14,100873355.34,50021361.62,83736703.84,93516151.64,95246073.51,144157710.41,43980562.02,109765730.63,59363547.56,368527655.48,171245184.66
1995-10-31,23542067.22,7138192.5,86314861.04,39230894.43,5727250.4,28676141.07,48781399.64,30312223.25,52689336.56,18698673.37,11889786.04,37453527.5,1890150.9,446839.1,1391829.93,3182279.31,8302455.46,11308996.59,6328168.05,3819317.32,13388501.2,19218540.19,47286235.01,11388691.83,12079534.1,6302563.26,4638750.79,58734845.55,15214658.17,26481691.68,13946814.82,100845067.36,50020508.04,83695548.86,93510425.36,95249885.26,144148785.5,43976372.01,109768014.66,59366739.12,368590978.28,171233853.68
1995-11-30,23536571.18,7136985.04,86303242.48,39223644.48,5726256.87,28672536.04,48779161.55,30299889.14,52670341.14,18693611.26,11889406.68,37450424.57,1888585.61,444894.97,1391649.89,3179254.58,8302263.37,11304704.65,6328689.38,3818787.11,13386069.25,19210107.62,47283438.81,11384236.56,12072084.05,6301790.46,4636370.37,58727326.72,15210918.72,26478383.51,13948015.68,100829407.9,50037672.55,83659306.69,93469758.27,95238819.88,144175931.86,43970061.75,109766681.38,59373462.62,368649692.68,171232833.2
1995-12-31,23549948.48,7146318.32,86361125.47,39263161.89,5729090.72,28692119.69,48815636.12,30328938.96,52752658.77,18726270.9,11898211.39,37472775.57,1892184.19,446874.61,1392780.49,3186259.62,8314300.34,11315823.13,6332044.98,3822624.98,13400773.25,19244029.48,47314677.21,11410396.93,12095828.08,6316128.39,4642823.02,58745676.47,15215327.36,26487359.76,13952559.95,100864595.39,50069935.88,83664098.81,93464272.43,95256926.53,144229450.92,43979884.3,109777120.92,59384480.74,368713744.49,171282587.54
1996-01-31,23566052.19,7154907.02,86412601.7,39301313.02,5733506.69,28716770.41,48855407.44,30357502.69,52820485.85,18759937.28,11912055.04,37492548.56,1894184.62,447186.73,1395105.27,3190775.51,8327897.2,11325961.05,6335208.36,3826281.77,13413661.44,19280104.03,47360914.05,11436626.04,12118859.94,6331471.87,4652348.5,58772886.59,15220963.53,26497918.76,13958040.9,100916924.93,50115638.57,83692669.8,93470298.87,95281218.07,144289514.11,43994184.39,109796168.07,59402385.71,368792872.8,171331364.52
1996-02-29,23617123.92,7193956.5,86489341.38,39368418.95,5738515.47,28745464.91,48893481.16,30397894.17,52867530.67,18802395.62,11928879.67,37541721.9,1904067.14,456519.23,1401639.73,3219726.93,8366871.87,11375285.51,6338984.93,3835741.32,13427594.54,19324706.98,47423772.79,11475733.01,12161699.54,6355269.41,4668624.86,58829633.82,15253711.5,26535813.13,13963787.07,101008823.38,50177937.35,83833768.41,93619828.94,95390377.83,144412695.9,44045064.1,109865120.62,59431486.36,368911118.92,171436430.13
1996-03-31,23607309.0,7183172.05,86494537.64,39377453.71,5737099.28,28750625.42,48902555.91,30381578.28,52830518.11,18794708.0,11936054.27,37543035.35,1903833.04,453624.36,1402684.85,3210705.15,8366619.67,11366086.73,6337197.57,3836292.18,13423019.11,19312063.01,47461214.1,11463255.52,12156098.82,6363238.58,4681308.02,58874296.87,15253580.85,26534990.47,13967748.03,101088730.51,50230263.25,83964438.93,93709177.59,95463328.79,144565609.35,44070948.84,109895050.92,59449166.5,369002977.83,171440779.98
1996-04-30,23576056.55,7161076.42,86462325.07,39361283.69,5733903.7,28739351.04,48892142.06,30345072.85,52784050.28,18758606.98,11938548.27,37514129.53,1901567.35,452692.8,1399617.18,3203634.05,8362750.57,11349548.76,6331730.6,3829882.31,13406630.8,19288031.01,47458880.13,11440136.88,12142227.05,6369412.51,4691888.35,58892107.12,15253388.8,26533601.33,13970274.53,101124082.35,50269927.72,84004380.25,93704779.26,95460352.3,144631274.02,44072640.1,109899358.02,59458572.52,369072472.58,171420820.72
1996-05-31,23584078.03,7170124.53,86469125.66,39378864.66,5733758.29,28737783.58,48879946.25,30342641.77,52773180.12,18751999.3,11938549.37,37515474.47,1899611.32,451776.26,1400997.21,3203436.05,8368623.4,11348256.07,6332109.52,3829073.58,13403989.16,19276066.82,47449917.72,11430609.18,12141309.8,6372919.75,4700726.61,58909988.42,15262313.52,26543114.15,13970047.09,101133982.24,50297536.2,84020452.39,93686273.05,95434014.71,144615599.08,44066072.4,109876925.08,59440052.39,369038136.02,171419683.42
1996-06-30,23586531.55,7172659.41,86454440.8,39364367.21,5732617.68,28718704.79,48844093.39,30320626.77,52724233.33,18731747.07,11926017.54,37479214.32,1894075.83,447003.97,1397464.5,3189476.75,8347265.44,11323455.89,6329092.98,3823209.71,13396454.72,19247153.62,47418297.77,11408178.6,12113350.71,6360123.42,4698160.45,58898679.6,15250159.44,26525992.96,13967922.05,101088410.03,50285920.92,83964768.76,93611376.62,95373214.1,144534371.87,44056401.24,109853123.75,59424809.33,369011926.61,171356919.08
1996-07-31,23586894.49,7175240.57,86436229.11,39341610.62,5731907.0,28702326.81,48817274.7,30309458.63,52703066.86,18721811.71,11910885.18,37477488.67,1892986.42,448249.74,1395771.56,3189116.4,8339226.65,11317931.97,6328071.24,3821191.86,13394008.8,19235222.07,47376905.56,11397182.45,12103191.22,6350599.33,4693497.79,58864180.97,15239335.19,26509688.88,13965443.61,101031923.84,50247123.93,83890070.18,93551514.51,95323247.56,144437848.84,44046380.15,109834493.62,59410679.68,368972940.81,171315644.54
1996-08-31,23585645.21,7176576.89,86418322.67,39320380.44,5732198.01,28690157.78,48796765.75,30305468.91,52700763.17,18720295.24,11896073.05,37475409.55,1890896.58,446816.83,1395639.66,3187130.54,8335469.85,11314153.57,6327906.77,3820660.02,13396136.72,19233835.08,47338969.17,11392557.81,12098638.17,6344616.21,4688883.07,58827736.05,15233184.02,26499454.12,13963982.02,100983122.62,50217724.89,83818614.17,93507541.49,95287590.88,144344104.93,44033434.1,109826500.24,59401755.72,368943796.99,171290665.72
1996-09-30,23574481.62,7170270.0,86389405.18,39289324.14,5731077.74,28682475.39,48788653.21,30298727.96,52702196.45,18712108.73,11891841.74,37467495.98,1887476.7,443798.06,1394104.16,3180739.99,8328954.71,11306023.35,6326165.79,3820478.63,13395422.84,19231033.66,47321941.46,11389757.59,12093513.35,6343946.45,4686313.14,58811529.89,15226105.34,26490161.51,13964572.05,100942631.15,50205614.21,83765317.22,93469327.09,95266699.54,144277555.54,44024050.65,109791161.4,59386322.0,368888906.66,171276945.16
1996-10-31,23563780.78,7163608.99,86370392.91,39267588.68,5731260.8,28680806.02,48786395.7,30287542.04,52679631.17,18700222.59,11891862.32,37466412.3,1886883.38,443117.24,1394606.59,3180442.75,8324772.52,11305479.39,6326398.03,3820039.4,13389758.16,19218556.57,47321616.59,11385381.66,12089059.88,6340466.99,4683712.42,58811413.79,15223752.08,26488805.11,13963951.98,100930424.31,50207108.6,83743962.6,93480780.45,95289553.38,144329143.81,44025995.69,109796913.31,59388986.38,368934299.42,171271890.66
1996-11-30,23562453.57,7164388.46,86373486.67,39266484.82,5731718.75,28687109.38,48792425.64,30287507.37,52676669.95,18700259.08,11894545.59,37471374.64,1887317.45,442829.34,1395049.4,3181021.76,8325265.39,11305625.64,6328216.17,3820460.16,13389679.06,19215241.9,47330570.73,11386471.46,12086829.08,6339695.02,4684698.53,58818413.26,15223305.2,26492863.9,13966161.73,100956487.87,50223824.88,83754964.98,93499454.11,95321060.38,144385986.59,44035135.25,109809017.8,59398109.01,368983207.56,171286572.23
1996-12-31,23613129.32,7204776.12,86481530.19,39363132.82,5736311.84,28720610.71,48848038.19,30348946.05,52819374.04,18775598.66,11919249.21,37536353.11,1900701.75,454657.05,1402020.0,3215406.71,8369385.06,11357115.8,6334414.38,3832113.32,13420741.98,19306295.81,47383596.12,11457834.73,12156923.89,6367098.05,4698291.36,58858312.42,15260371.73,26536541.67,13971410.48,101063944.61,50272633.46,83907602.73,93679222.22,95495703.77,144601854.73,44091229.05,109892771.86,59421704.52,369084219.02,171426991.63
1997-01-31,23667943.53,7245837.33,86580832.95,39448190.68,5745037.48,28757851.59,48892684.28,30407323.07,52873345.33,18831218.32,11945703.19,37614786.17,1918496.81,465709.73,1414279.19,3246916.79,8426001.1,11422250.68,6342191.15,3843035.5,13437675.77,19347349.2,47471459.9,11476951.79,12182797.59,6400078.51,4720593.45,58939764.55,15293502.38,26573792.09,13973575.94,101242019.92,50348667.09,84082234.74,93861165.65,95683792.95,144943653.95,44138823.97,109933755.11,59443847.62,369212626.45,171505300.64
1997-02-28,23621935.47,7205688.72,86539721.86,39417070.99,5739601.51,28753651.14,48898128.06,30362670.39,52820311.88,18794292.15,11948534.15,37600382.82,1913491.85,460972.38,1410396.07,3227235.39,8404164.04,11387769.89,6340092.32,3837918.56,13422503.42,19320680.78,47500266.67,11458491.97,12163691.03,6392022.15,4728360.38,58966945.42,15287260.17,26562439.71,13973904.77,101322919.06,50401615.19,84166655.5,93877215.2,95710556.99,145161081.42,44140169.38,109945259.63,59458423.0,369332120.39,171486683.52
1997-03-31,23594183.56,7186687.44,86499203.49,39386513.35,5736488.26,28742505.77,48888222.12,30324674.58,52754573.5,18750023.86,11941115.59,37546977.4,1901096.29,450357.77,1404980.35,3198920.97,8375190.0,11344824.52,6335679.9,3829264.54,13401918.38,19275941.75,47486463.76,11429048.7,12138816.72,6381447.9,4729991.79,58958294.68,15279887.89,26551173.21,13974691.96,101318557.56,50436163.37,84143807.97,93817658.97,95655267.12,145205220.67,44127390.28,109945185.44,59472928.39,369411774.25,171444215.29
1997-04-30,23589155.21,7184660.17,86478032.03,39369655.58,5735942.3,28733317.72,48862574.98,30303180.0,52698135.94,18721098.2,11936013.31,37510968.3,1894674.2,446090.75,1400647.01,3185059.1,8351511.38,11320082.48,6332409.0,3824112.43,13389666.26,19237781.54,47469967.68,11404294.34,12114861.3,6372112.46,4729102.88,58957060.86,15270801.67,26539733.31,13974315.11,101268091.56,50448551.02,84092355.02,93759870.11,95595675.84,145194224.08,44113988.1,109933016.27,59477638.83,369460903.79,171413162.49
1997-05-31,23594273.63,7190403.51,86473485.2,39363450.2,5736478.52,28723900.45,48837281.32,30298186.39,52676187.87,18713554.6,11924334.29,37504403.73,1891574.01,445474.84,1397209.49,3179874.74,8337367.59,11310509.56,6332371.05,3822030.29,13388924.03,19222196.12,47459095.92,11392330.53,12100743.81,6361269.71,4723326.54,58953174.48,15263687.33,26531347.1,13972105.92,101202759.77,50436803.0,84032395.75,93685018.84,95522714.34,145112373.1,44093259.38,109887747.62,59443469.57,369391008.05,171382254.17
1997-06-30,23601778.21,7198405.02,86475059.68,39362490.04,5736418.53,28713392.39,48812874.3,30292274.43,52670068.89,18713737.77,11908654.19,37495840.16,1889843.6,446450.73,1393817.66,3179152.26,8328593.82,11308714.09,6331101.86,3820456.15,13391050.13,19225217.4,47436151.49,11390805.91,12098131.29,6355801.47,4718320.68,58931184.99,15257179.68,26522810.45,13967800.1,101137450.53,50407326.18,83968813.65,93623639.87,95464910.97,145033849.95,44078716.12,109861846.28,59426342.45,369362033.62,171343171.66
1997-07-31,23605024.26,7202773.89,86463635.36,39348670.45,5734723.22,28697815.61,48790547.88,30286921.19,52668097.51,18713212.89,11892064.96,37504957.01,1890023.37,449472.06,1392483.34,3184818.89,8329091.49,11316760.27,6330938.92,3820933.52,13393828.71,19230282.37,47401527.63,11390727.47,12103044.66,6351701.86,4712819.87,58899292.6,15251002.43,26513315.79,13964267.19,101052890.71,50365540.19,83900737.6,93585442.86,95417783.98,144949368.54,44067048.77,109844127.13,59410361.62,369331580.79,171315298.62
1997-08-31,23596687.38,7197650.02,86434588.1,39317006.22,5733698.64,28680969.42,48769841.24,30279902.31,52662144.37,18705261.88,11879209.94,37495305.14,1886783.27,446985.46,1391220.23,3181235.58,8325237.71,11315330.29,6330641.31,3820912.92,13394349.54,19226592.9,47369062.19,11386440.0,12098898.58,6347765.09,4707695.15,58870558.41,15244134.24,26504091.44,13962385.07,100987967.84,50337509.11,83833745.15,93547673.9,95381731.1,144854383.36,44053379.73,109835596.5,59395999.41,369295795.67,171287340.47
1997-09-30,23586628.35,7191294.65,86404886.19,39287700.55,5732591.79,28671762.19,48763220.98,30273790.7,52666834.95,18698853.67,11873468.73,37484837.4,1883654.44,443990.63,1390178.1,3175604.98,8318328.67,11307258.5,6329023.06,3820555.32,13394033.89,19224778.19,47353991.65,11384561.34,12093736.62,6347778.96,4705190.07,58857233.54,15238494.9,26495939.89,13961106.93,100952073.8,50323119.19,83781187.64,93512873.61,95353683.66,144785238.33,44043970.21,109801911.44,59377665.13,369252077.15,171269144.86
1997-10-31,23575518.8,7183333.38,86382204.35,39265329.04,5730426.4,28660778.05,48749468.05,30261400.52,52637915.99,18687597.66,11872537.84,37481264.81,1884571.52,444203.23,1390839.02,3177186.09,8313250.21,11305786.82,6328824.67,3819863.81,13388083.09,19212464.42,47348596.74,11381701.17,12087389.39,6341454.25,4701191.26,58846665.32,15234306.26,26492500.46,13960975.38,100950152.91,50321635.85,83747224.75,93497838.38,95349813.34,144789628.63,44036306.73,109801025.71,59378211.32,369285165.54,171265150.23
1997-11-30,23579187.64,7186637.12,86407332.54,39279760.66,5732218.73,28674198.1,48776828.45,30280788.31,52695916.0,18706649.7,11880312.15,37495357.01,1886889.88,443295.78,1392091.11,3178823.65,8317914.62,11308554.89,6332254.5,3822185.01,13397287.84,19229655.41,47371780.7,11395896.21,12097518.98,6348385.0,4705505.83,58863152.62,15235132.9,26497980.89,13963378.94,100984770.41,50335127.02,83758087.15,93515794.54,95365834.2,144827115.33,44046962.17,109812887.3,59388068.8,369335705.09,171299720.3
1997-12-31,23580807.95,7185987.48,86436594.3,39284887.28,5734271.77,28685879.0,48794850.48,30277327.56,52697568.1,18713877.7,11890073.44,37502447.08,1886639.72,442459.88,1393354.46,3178992.42,8321424.87,11309691.36,6334466.21,3822744.87,13398311.27,19233458.37,47395108.16,11401689.19,12099760.12,6352834.83,4710349.09,58873857.71,15234207.62,26502698.03,13965706.35,101015394.55,50349486.57,83769465.22,93532638.54,95381904.33,144869362.56,44053944.44,109822307.55,59399167.26,369393654.84,171318085.68
1998-01-31,23632753.84,7226068.61,86543654.19,39379346.08,5741151.86,28727558.07,48840909.26,30345302.04,52794783.88,18785083.71,11918166.71,37539799.49,1893998.79,446603.98,1397935.93,3193585.61,8350417.14,11343714.37,6340312.93,3834151.87,13424024.19,19301558.6,47453251.67,11447216.6,12146215.87,6378921.41,4725745.15,58920686.42,15256208.08,26527631.96,13970689.08,101101776.36,50388191.5,83866527.15,93632604.2,95494103.46,144970217.14,44093442.88,109887426.99,59422930.27,369474944.17,171421654.91
1998-02-28,23694138.37,7264946.55,86659131.8,39472111.33,5751989.58,28773915.31,48898087.57,30412666.25,52879817.13,18849242.83,11946021.7,37600637.06,1906146.11,455705.77,1404436.1,3219375.03,8391862.85,11392803.09,6346922.23,3842605.34,13443393.41,19360312.16,47553926.96,11479874.17,12177950.33,6410254.92,4750129.41,58998573.06,15284979.15,26556075.33,13976459.04,101264997.71,50460339.71,84057257.86,93841848.51,95701658.49,145244662.06,44175063.94,110015169.18,59485021.52,369737833.37,171504320.37
1998-03-31,23679259.02,7249922.66,86655906.2,39478467.81,5747703.7,28781060.32,48915976.6,30385835.25,52851944.73,18830642.91,11957649.3,37615094.42,1908898.87,457888.08,1405968.39,3218501.19,8396520.39,11389389.38,6344948.62,3841355.25,13434450.7,19354289.61,47596578.9,11488375.63,12190343.64,6418032.95,4767483.03,59036991.75,15297929.68,26568190.87,13980634.59,101350834.37,50514402.42,84185613.67,93924270.45,95770466.27,145440446.72,44191971.49,110047453.11,59518525.3,369918435.05,171535992.89
1998-04-30,23644923.17,7225324.74,86624555.8,39470245.97,5743448.32,28771096.54,48902426.48,30340745.67,52805294.47,18794812.31,11960714.22,37576957.69,1904650.37,454415.29,1401864.64,3204716.88,8384809.18,11364386.75,6339205.03,3835546.41,13421325.45,19326607.13,47592392.66,11463785.23,12174624.08,6420610.75,4779760.29,59053518.27,15304240.86,26574835.26,13983076.83,101375077.02,50556279.17,84252755.39,93942200.8,95799511.78,145588055.68,44192200.81,110051446.58,59532765.08,370035558.2,171520983.18
1998-05-31,23652345.72,7234206.69,86650470.86,39498517.67,5747076.52,28779875.92,48902007.12,30351066.51,52833325.16,18798895.71,11965049.36,37579764.37,1902815.8,453248.15,1400959.88,3200816.75,8379884.3,11356265.46,6340436.74,3834390.0,13423160.06,19330621.38,47584750.07,11463314.21,12181014.1,6424566.06,4789562.4,59067087.04,15316631.26,26588949.18,13987587.11,101396020.73,50593242.45,84303379.14,93959816.52,95809143.08,145634286.6,44206952.58,110077534.09,59542951.97,370138184.56,171532878.73
1998-06-30,23648924.08,7232365.16,86641242.53,39495768.03,5743249.4,28756635.83,48853402.77,30314729.14,52763036.63,18779524.74,11959126.1,37556396.92,1899399.13,453048.31,1398032.13,3197870.68,8370090.62,11352518.22,6338017.42,3832312.08,13416624.51,19304998.56,47556481.45,11444164.28,12163390.61,6411931.18,4787444.67,59066796.51,15308822.34,26582182.96,13985028.84,101360560.3,50587012.3,84321366.3,93961785.24,95801688.78,145624878.15,44204898.97,110067708.98,59525899.83,370152499.63,171488076.34
1998-07-31,23639380.2,7227838.14,86610774.26,39473028.82,5739283.48,28737324.19,48820855.84,30293433.88,52715501.42,18751508.52,11948838.29,37544102.83,1895667.2,449885.93,1395018.17,3188822.0,8352123.36,11336432.1,6337468.52,3827440.0,13405774.57,19275333.41,47517566.59,11419220.34,12141455.88,6400741.93,4782887.81,59032328.89,15295849.38,26565303.49,13980732.91,101312336.0,50554317.65,84300986.46,93950031.07,95768029.84,145557691.43,44203474.1,110067086.36,59514146.44,370157217.71,171421571.9
1998-08-31,23635731.25,7228021.79,86586506.12,39448751.99,5737982.14,28724370.88,48800342.8,30285477.32,52700739.08,18738602.68,11940076.33,37540235.19,1893527.12,448969.67,1393649.04,3186026.7,8344481.91,11331072.31,6337739.56,3826029.17,13402892.41,19260588.3,47485729.93,11408626.52,12129340.25,6392103.63,4778365.6,59001537.45,15289720.49,26556594.93,13978593.07,101250323.34,50527566.25,84231592.36,93886238.28,95695936.2,145418569.43,44195046.32,110060424.11,59508132.49,370151938.66,171384544.08
1998-09-30,23625593.32,7223252.59,86559236.81,39419576.73,5737453.94,28721311.73,48795546.87,30281725.07,52703189.15,18730302.28,11938075.56,37540848.1,1892776.84,448510.4,1393046.05,3186158.63,8342689.08,11329948.62,6336108.37,3826216.93,13401371.62,19257853.43,47476500.38,11406408.19,12126411.75,6393292.28,4777073.8,58993873.14,15285558.53,26551445.35,13977728.64,101192973.78,50520946.31,84190150.56,93845421.65,95659186.27,145366164.69,44184118.28,110045693.6,59505096.99,370149599.95,171373792.05
1998-10-31,23615327.5,7217648.54,86544411.52,39399976.41,5738445.3,28719950.92,48785080.25,30263976.08,52665626.59,18718430.27,11936001.94,37524971.27,1890819.68,445672.05,1392311.62,3181654.83,8331726.16,11319996.91,6333226.2,3823747.22,13393388.6,19242748.81,47472665.2,11399606.53,12115671.99,6388003.79,4773888.6,58988823.37,15277242.99,26544284.5,13976992.02,101173991.34,50525844.79,84143962.06,93814646.78,95646763.36,145369684.07,44172015.48,110030907.36,59509127.81,370191476.91,171361486.97
1998-11-30,23633788.34,7233222.73,86592917.08,39439458.58,5739113.09,28740064.05,48803171.97,30290541.49,52713586.2,18746227.72,11943071.61,37533045.6,1890819.06,443882.96,1393246.99,3180133.17,8333648.52,11318327.39,6335660.75,3824832.15,13404616.17,19266638.5,47484021.17,11410741.15,12122663.9,6394910.43,4778540.96,58994824.06,15278599.88,26548848.81,13977636.54,101181378.45,50540076.0,84120557.37,93782590.71,95634856.34,145410801.59,44160334.05,110024648.61,59517531.66,370240527.63,171380588.37
1998-12-31,23645243.22,7242684.27,86620327.77,39460899.55,5739934.76,28750604.7,48818563.8,30296162.54,52731464.23,18764654.21,11951495.73,37564259.24,1896365.47,451154.73,1395094.84,3194872.55,8347557.6,11338714.18,6337745.35,3828980.11,13411700.16,19287409.59,47496945.56,11426350.8,12142556.59,6399489.76,4783302.55,59000763.16,15283198.5,26556659.86,13977436.99,101198073.56,50557723.95,84123891.64,93785650.61,95638052.3,145462590.02,44144893.88,110013716.22,59523644.79,370298403.28,171407442.09
1999-01-31,23633880.34,7234157.46,86614836.72,39455439.52,5740101.12,28755507.95,48832623.07,30290490.58,52723549.7,18757455.64,11957854.74,37574980.32,1898318.78,450181.46,1398309.28,3197314.64,8360848.5,11344352.7,6339095.74,3829959.11,13407113.0,19287406.81,47507962.51,11427788.74,12150409.41,6415598.14,4793330.03,59004779.78,15294220.76,26571507.33,13979753.16,101242122.49,50592310.97,84160361.95,93815755.2,95670311.05,145508057.28,44150387.98,110029942.88,59537094.94,370385907.15,171431463.31
1999-02-28,23664080.63,7259541.42,86667942.19,39501951.32,5742562.26,28772426.76,48861986.49,30319823.6,52771096.68,18790666.26,11968138.71,37603550.57,1904589.45,456335.7,1401184.86,3211815.91,8382445.44,11368768.25,6341223.28,3836657.87,13420659.83,19312868.85,47552679.36,11452139.97,12174171.63,6435812.37,4808613.4,59049292.13,15318158.39,26597064.89,13984496.68,101352367.68,50637685.27,84272202.41,93909720.21,95733604.68,145563734.05,44172482.41,110056106.51,59553904.0,370465093.94,171512134.88
1999-03-31,23669906.58,7261004.54,86690733.04,39519200.42,5742668.1,28779726.61,48879475.71,30322739.4,52780909.93,18794591.97,11970924.26,37600247.8,1903568.94,454007.59,1401663.81,3206402.84,8380067.09,11364562.14,6339062.11,3836931.35,13421219.19,19323003.54,47589117.09,11459913.07,12178262.9,6440186.01,4818186.71,59074152.6,15319400.87,26597962.58,13987465.82,101401035.68,50666203.99,84322362.71,93928867.33,95740375.77,145551582.29,44179279.92,110066804.66,59569371.48,370531275.8,171522321.47
1999-04-30,23650224.46,7242860.43,86671184.37,39499979.11,5741367.99,28770115.54,48864705.38,30295075.57,52732996.38,18764197.75,11969570.87,37554246.97,1897085.06,448278.58,1397426.33,3190578.54,8360551.82,11337662.68,6333906.8,3829075.62,13406109.89,19295562.78,47591076.44,11439033.05,12156590.1,6434683.77,4822071.75,59076407.12,15310767.94,26588349.47,13988650.07,101389590.05,50680656.79,84325278.63,93933672.41,95752429.96,145540237.99,44180744.27,110068507.91,59575311.3,370581044.19,171491408.63
1999-05-31,23648063.16,7243503.88,86654192.57,39480192.23,5740982.01,28753150.7,48836140.88,30276847.09,52687936.4,18741195.26,11958997.63,37544909.76,1892461.16,445888.84,1393824.34,3181259.36,8341491.75,11322505.54,6333861.59,3825771.5,13400041.31,19261924.42,47574444.3,11415642.5,12134318.98,6420750.39,4817453.93,59067094.32,15304336.98,26579802.91,13986943.17,101350420.61,50673751.43,84301179.1,93895205.19,95716148.06,145440013.6,44170978.63,110051779.99,59559031.72,370554528.95,171448799.33
